Category,Function,File,Line,Code
Other,toLowerCase(),services/src/main/java/org/keycloak/services/managers/AuthenticationManager.java,1694,"authSession.setClientNote(Constants.KC_ACTION_STATUS, status.name().toLowerCase());"
Other,toLowerCase(),services/src/main/java/org/keycloak/services/managers/RealmManager.java,528,"roleModel.setDescription(""${role_""+ role.toLowerCase().replaceAll(""_"", ""-"") +""}"");"
Other,toLowerCase(),services/src/main/java/org/keycloak/services/resources/LoginActionsService.java,1095,".detail(Details.RESPONSE_MODE, responseMode.toString().toLowerCase());"
Other,toLowerCase(),services/src/main/java/org/keycloak/services/resources/WelcomeResource.java,208,"map.put(""resourcesPath"", ""resources/"" + Version.RESOURCES_VERSION + ""/"" + theme.getType().toString().toLowerCase() +""/"" + theme.getName());"
Other,toLowerCase(),services/src/main/java/org/keycloak/services/resources/admin/info/ServerInfoAdminResource.java,230,"info.getThemes().put(type.toString().toLowerCase(), themes);"
Other,toLowerCase(),services/src/main/java/org/keycloak/services/resources/admin/info/ServerInfoAdminResource.java,418,info.setName(profile.getName().name().toLowerCase());
Other,toLowerCase(),services/src/main/java/org/keycloak/theme/ClassLoaderTheme.java,63,"String themeRoot = ""theme/"" + name + ""/"" + type.toString().toLowerCase() + ""/"";"
Other,toLowerCase(),services/src/main/java/org/keycloak/theme/FolderThemeProvider.java,54,"File[] themes = themesDir.listFiles(f -> f.isDirectory() && new File(f, type.name().toLowerCase()).isDirectory());"
Other,toLowerCase(),services/src/main/java/org/keycloak/theme/FolderThemeProvider.java,82,"File themeTypeDir = new File(themes[0], type.name().toLowerCase());"
Other,toLowerCase(),services/src/main/java/org/keycloak/theme/beans/MessageBean.java,49,return this.type.toString().toLowerCase();
Other,toLowerCase(),services/src/main/java/org/keycloak/theme/freemarker/DefaultFreeMarkerProvider.java,37,"String key = theme.getType().toString().toLowerCase() + ""/"" + theme.getName() + ""/"" + templateName;"
Other,toLowerCase(),services/src/main/java/org/keycloak/theme/freemarker/DefaultFreeMarkerProvider.java,62,"if (templateName.toLowerCase().endsWith("".ftl"")) {"
Other,toUpperCase(),services/src/main/java/org/keycloak/userprofile/config/UPConfigUtils.java,319,"return str.substring(0, 1).toUpperCase() + str.substring(1);"
Other,toLowerCase(),services/src/main/java/org/keycloak/userprofile/validator/DuplicateUsernameValidator.java,67,String valueLowercased = value.toLowerCase();
Other,toLowerCase(),services/src/main/java/org/keycloak/userprofile/validator/UsernameMutationValidator.java,68,String valueLowercased = value.toLowerCase();
Other,toLowerCase(),test-framework/core/src/main/java/org/keycloak/testframework/server/KeycloakServerConfigBuilder.java,143,this.handlers.addAll(Arrays.stream(handlers).map(l -> l.name().toLowerCase()).collect(Collectors.toSet()));
Other,toLowerCase(),test-framework/core/src/main/java/org/keycloak/testframework/server/KeycloakServerConfigBuilder.java,225,"option(""cache"", cacheType.name().toLowerCase());"
Other,toLowerCase(),tests/custom-providers/src/main/java/org/keycloak/testsuite/federation/UserMapStorage.java,123,return username.toLowerCase();
Other,toLowerCase(),tests/custom-providers/src/main/java/org/keycloak/testsuite/federation/UserMapStorage.java,128,"if (! Objects.equals(innerUsername, username.toLowerCase())) {"
Other,toLowerCase(),tests/custom-providers/src/main/java/org/keycloak/testsuite/federation/UserMapStorage.java,333,userStream = userStream.filter(s -> s.toLowerCase().equals(value.toLowerCase()));
Other,toLowerCase(),tests/custom-providers/src/main/java/org/keycloak/testsuite/federation/UserMapStorage.java,403,return userName == null ? null : userName.toLowerCase();
Other,toLowerCase(),testsuite/integration-arquillian/servers/auth-server/services/testsuite-providers/src/main/java/org/keycloak/testsuite/federation/BackwardsCompatibilityUserStorage.java,83,return userName == null ? null : userName.toLowerCase();
Other,toLowerCase(),testsuite/integration-arquillian/servers/auth-server/services/testsuite-providers/src/main/java/org/keycloak/testsuite/federation/UserMapStorage.java,123,return username.toLowerCase();
Other,toLowerCase(),testsuite/integration-arquillian/servers/auth-server/services/testsuite-providers/src/main/java/org/keycloak/testsuite/federation/UserMapStorage.java,128,"if (! Objects.equals(innerUsername, username.toLowerCase())) {"
Other,toLowerCase(),testsuite/integration-arquillian/servers/auth-server/services/testsuite-providers/src/main/java/org/keycloak/testsuite/federation/UserMapStorage.java,333,userStream = userStream.filter(s -> s.toLowerCase().equals(value.toLowerCase()));
Other,toLowerCase(),testsuite/integration-arquillian/servers/auth-server/services/testsuite-providers/src/main/java/org/keycloak/testsuite/federation/UserMapStorage.java,403,return userName == null ? null : userName.toLowerCase();
Other,toLowerCase(),testsuite/integration-arquillian/servers/auth-server/services/testsuite-providers/src/main/java/org/keycloak/testsuite/federation/UserPropertyFileStorage.java,122,username = username.toLowerCase();
Other,toUpperCase(),testsuite/integration-arquillian/servers/auth-server/services/testsuite-providers/src/main/java/org/keycloak/testsuite/federation/UserPropertyFileStorage.java,135,return username.toUpperCase();
Other,toUpperCase(),testsuite/integration-arquillian/servers/auth-server/services/testsuite-providers/src/main/java/org/keycloak/testsuite/federation/UserPropertyFileStorage.java,150,return username.toUpperCase();
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/main/java/org/keycloak/testsuite/drone/KeycloakWebDriverConfigurator.java,67,if (!webDriverCfg.getBrowser().toLowerCase().equals(browser.toLowerCase())) {
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/adapter/servlet/SamlSignatureTest.java,275,"this.user = UserBuilder.edit(createUserRepresentation((""U-"" + UUID.randomUUID().toString()).toLowerCase(), ""a@b.c"", ""A"", ""B"", true))"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/broker/KcOidcBrokerIdpLinkActionTest.java,137,"assertKcActionParams(IdpLinkAction.PROVIDER_ID, RequiredActionContext.KcActionStatus.SUCCESS.name().toLowerCase());"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/broker/KcOidcBrokerIdpLinkActionTest.java,169,"assertKcActionParams(IdpLinkAction.PROVIDER_ID, RequiredActionContext.KcActionStatus.SUCCESS.name().toLowerCase());"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/broker/KcOidcBrokerIdpLinkActionTest.java,194,"assertKcActionParams(IdpLinkAction.PROVIDER_ID, RequiredActionContext.KcActionStatus.CANCELLED.name().toLowerCase());"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/broker/KcOidcBrokerIdpLinkActionTest.java,237,"assertKcActionParams(IdpLinkAction.PROVIDER_ID, RequiredActionContext.KcActionStatus.CANCELLED.name().toLowerCase());"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/broker/KcOidcBrokerIdpLinkActionTest.java,355,"assertKcActionParams(IdpLinkAction.PROVIDER_ID, RequiredActionContext.KcActionStatus.SUCCESS.name().toLowerCase());"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/broker/KcOidcBrokerIdpLinkActionTest.java,394,"assertKcActionParams(IdpLinkAction.PROVIDER_ID, RequiredActionContext.KcActionStatus.SUCCESS.name().toLowerCase());"
Other,toUpperCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/broker/KcOidcBrokerTest.java,821,"hardcodedEmail.getConfig().put(HardcodedClaim.CLAIM_VALUE, EMAIL.toUpperCase());"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/client/AdapterInstallationConfigTest.java,102,"if (AUTH_SERVER_SSL_REQUIRED) assertEquals(SslRequired.EXTERNAL.name().toLowerCase(), config.getSslRequired());"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/client/AdapterInstallationConfigTest.java,141,"if (AUTH_SERVER_SSL_REQUIRED) assertEquals(SslRequired.EXTERNAL.name().toLowerCase(), config.getSslRequired());"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/client/ClientRegistrationPoliciesTest.java,779,"Assert.assertEquals(regAccessToken.getRegistrationAuth(), expectedRegAuth.toString().toLowerCase());"
Other,toUpperCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/federation/storage/UserStorageTest.java,1100,"assertEquals(""uppercase"".toUpperCase(), rep.getUsername());"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/forms/RegisterTest.java,384,"assertUserRegistered(userId, username.toLowerCase(), ""registerusersuccess@email"");"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/forms/RegisterTest.java,497,".detail(Details.EMAIL, ""registerUserSuccessWithEmailVerification@email"".toLowerCase())"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/forms/RegisterTest.java,508,".detail(Details.EMAIL, ""registerUserSuccessWithEmailVerification@email"".toLowerCase())"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/forms/RegisterTest.java,539,".detail(Details.EMAIL, ""registerUserSuccessWithEmailVerificationWithResend@email"".toLowerCase())"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/forms/RegisterTest.java,550,".detail(Details.EMAIL, ""registerUserSuccessWithEmailVerificationWithResend@email"".toLowerCase())"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/forms/RegisterTest.java,561,".detail(Details.EMAIL, ""registerUserSuccessWithEmailVerificationWithResend@email"".toLowerCase())"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/forms/RegisterTest.java,967,".detail(""username"", EMAIL_OR_USERNAME.toLowerCase())"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/oauth/AccessTokenTest.java,287,"assertEquals(TokenUtil.TOKEN_TYPE_BEARER.toLowerCase(), response.getTokenType());"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/oauth/ClientAuthSignedJWTTest.java,841,AuthenticationFlowError.CLIENT_CREDENTIALS_SETUP_REQUIRED.toString().toLowerCase());
Other,toUpperCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/organization/broker/AbstractBrokerSelfRegistrationTest.java,693,"assertIsMember(bc.getUserEmail().toUpperCase(), organization);"
Other,toUpperCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/organization/broker/AbstractBrokerSelfRegistrationTest.java,694,UserRepresentation user = testRealm().users().search(bc.getUserEmail().toUpperCase()).get(0);
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/user/profile/UserProfileTest.java,2305,"assertEquals(attributes.get(UserModel.USERNAME).toLowerCase(), profileAttributes.getFirst(UserModel.USERNAME));"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/user/profile/UserProfileTest.java,2306,"assertEquals(attributes.get(UserModel.EMAIL).toLowerCase(), profileAttributes.getFirst(UserModel.EMAIL));"
Other,toLowerCase(),testsuite/integration-arquillian/tests/base/src/test/java/org/keycloak/testsuite/webauthn/WebAuthnRegisterAndLoginTest.java,154,"assertUserRegistered(userId, username.toLowerCase(), email.toLowerCase());"
Other,toLowerCase(),themes/src/main/resources/theme/base/login/resources/js/menu-button-links.js,33,this.firstChars.push(menuitem.textContent.trim()[0].toLowerCase());
Other,toLowerCase(),themes/src/main/resources/theme/base/login/resources/js/menu-button-links.js,107,char = char.toLowerCase();
Other,toLowerCase(),themes/src/main/resources/theme/keycloak.v2/login/resources/js/password-policy.js,14,"value.split("""").filter((char) => char === char.toUpperCase() && char !== char.toLowerCase()).length <"
Other,toUpperCase(),themes/src/main/resources/theme/keycloak.v2/login/resources/js/password-policy.js,14,"value.split("""").filter((char) => char === char.toUpperCase() && char !== char.toLowerCase()).length <"
Other,toLowerCase(),themes/src/main/resources/theme/keycloak.v2/login/resources/js/password-policy.js,22,"value.split("""").filter((char) => char === char.toLowerCase() && char !== char.toUpperCase()).length <"
Other,toUpperCase(),themes/src/main/resources/theme/keycloak.v2/login/resources/js/password-policy.js,22,"value.split("""").filter((char) => char === char.toLowerCase() && char !== char.toUpperCase()).length <"
String Comparison,equalsIgnoreCase(),adapters/saml/core/src/main/java/org/keycloak/adapters/saml/profile/AbstractSamlAuthenticationHandler.java,171,"if (facade.getRequest().getMethod().equalsIgnoreCase(""GET"")) {"
String Comparison,equalsIgnoreCase(),adapters/saml/core/src/main/java/org/keycloak/adapters/saml/profile/AbstractSamlAuthenticationHandler.java,220,"if (facade.getRequest().getMethod().equalsIgnoreCase(""GET"")) {"
String Comparison,equalsIgnoreCase(),adapters/saml/core/src/main/java/org/keycloak/adapters/saml/profile/AbstractSamlAuthenticationHandler.java,711,"if (headerValue != null && headerValue.equalsIgnoreCase(""XMLHttpRequest"")) {"
String Comparison,toLowerCase(),common/src/main/java/org/keycloak/common/profile/CommaSeparatedListProfileConfigResolver.java,25,if (enabledFeatures != null && enabledFeatures.contains(Profile.ProfileName.PREVIEW.name().toLowerCase())) {
String Comparison,equalsIgnoreCase(),common/src/main/java/org/keycloak/common/util/Environment.java,65,return DEV_PROFILE_VALUE.equalsIgnoreCase(getProfile());
String Comparison,equalsIgnoreCase(),core/src/main/java/org/keycloak/AuthorizationContext.java,61,if (resourceName.equalsIgnoreCase(permission.getResourceName()) || resourceName.equalsIgnoreCase(permission.getResourceId())) {
String Comparison,equalsIgnoreCase(),core/src/main/java/org/keycloak/TokenVerifier.java,133,if (tokenType.equalsIgnoreCase(t.getType())) return true;
String Comparison,equalsIgnoreCase(),core/src/main/java/org/keycloak/representations/AuthorizationDetailsJSONRepresentation.java,130,if (this.getType().equalsIgnoreCase(DYNAMIC_SCOPE_RAR_TYPE) || this.getType().equalsIgnoreCase(STATIC_SCOPE_RAR_TYPE)) {
String Comparison,equalsIgnoreCase(),core/src/main/java/org/keycloak/representations/AuthorizationDetailsJSONRepresentation.java,141,if(this.getType().equalsIgnoreCase(DYNAMIC_SCOPE_RAR_TYPE)) {
String Comparison,equalsIgnoreCase(),core/src/main/java/org/keycloak/representations/idm/authorization/ResourceRepresentation.java,188,"if (uri != null && !"""".equalsIgnoreCase(uri.trim())) {"
String Comparison,equalsIgnoreCase(),core/src/main/java/org/keycloak/representations/idm/authorization/ResourceRepresentation.java,197,"if (uri != null && !"""".equalsIgnoreCase(uri.trim())) {"
String Comparison,equalsIgnoreCase(),core/src/main/java/org/keycloak/representations/idm/authorization/ResourceRepresentation.java,207,"if (type != null && !"""".equalsIgnoreCase(type.trim())) {"
String Comparison,equalsIgnoreCase(),core/src/main/java/org/keycloak/representations/workflows/MultivaluedHashMapValueSerializer.java,37,if (Boolean.TRUE.toString().equalsIgnoreCase(value) || Boolean.FALSE.toString().equalsIgnoreCase(value)) {
String Comparison,equalsIgnoreCase(),core/src/main/java/org/keycloak/util/BasicAuthHelper.java,43,"if (!type.equalsIgnoreCase(""Basic"")) return null;"
String Comparison,equalsIgnoreCase(),federation/ipatuura/src/main/java/org/keycloak/ipatuura_user_spi/authenticator/IpatuuraAuthenticator.java,50,if (!KerberosConstants.NEGOTIATE.equalsIgnoreCase(tokens[0])) {
String Comparison,equalsIgnoreCase(),federation/kerberos/src/main/java/org/keycloak/federation/kerberos/KerberosFederationProvider.java,284,String username = (kerberosPrincipal.getRealm().equalsIgnoreCase(kerberosConfig.getKerberosRealm())) ? kerberosPrincipal.getPrefix() : email;
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/services/managers/LDAPServerCapabilitiesManager.java,77,&& config.getBindDn() != null && config.getBindDn().equalsIgnoreCase(ldapConfig.getBindDN())) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/LDAPConfig.java,178,return getUuidLDAPAttributeName().equalsIgnoreCase(LDAPConstants.OBJECT_GUID);
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/LDAPConfig.java,182,return isEdirectory() && getUuidLDAPAttributeName().equalsIgnoreCase(LDAPConstants.NOVELL_EDIRECTORY_GUID);
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/LDAPConfig.java,222,if (rdn.equalsIgnoreCase(LDAPConstants.SAM_ACCOUNT_NAME)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/LDAPConfig.java,285,return LDAPConstants.VENDOR_NOVELL_EDIRECTORY.equalsIgnoreCase(getVendor());
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/LDAPStorageProvider.java,315,"return ""true"".equalsIgnoreCase(model.getConfig().getFirst(LDAPConstants.SYNC_REGISTRATIONS)) && editMode == UserStorageProvider.EditMode.WRITABLE;"
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/LDAPStorageProvider.java,1003,!kerberosPrincipal.toString().equalsIgnoreCase(ldapObject.getAttributeAsString(kerberosPrincipalAttrName))) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/LDAPStorageProviderFactory.java,345,if (ldapConfig.getRdnLdapAttribute().equalsIgnoreCase(LDAPConstants.CN)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/LDAPStorageProviderFactory.java,347,if (usernameLdapAttribute.equalsIgnoreCase(LDAPConstants.CN)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/LDAPUtils.java,218,if ((objectClassValue.equalsIgnoreCase(LDAPConstants.GROUP_OF_NAMES)
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/LDAPUtils.java,219,|| objectClassValue.equalsIgnoreCase(LDAPConstants.GROUP_OF_ENTRIES)
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/LDAPUtils.java,220,|| objectClassValue.equalsIgnoreCase(LDAPConstants.GROUP_OF_UNIQUE_NAMES)) &&
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/idm/query/internal/NamedParameterCondition.java,51,if (parameterName.equalsIgnoreCase(modelParamName)) {
String Comparison,toLowerCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/idm/store/ldap/LDAPIdentityStore.java,177,if (ldapObject.getReadOnlyAttributeNames().contains(attrKey.toLowerCase())) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/idm/store/ldap/LDAPIdentityStore.java,190,if (!oldRdnAttrVal.equalsIgnoreCase(rdnAttrVal)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/idm/store/ldap/LDAPIdentityStore.java,256,if (equalCondition.getParameterName().equalsIgnoreCase(uuidAttrName)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/idm/store/ldap/LDAPIdentityStore.java,473,if (ldapAttributeName.equalsIgnoreCase(getConfig().getUuidLDAPAttributeName())) {
String Comparison,toLowerCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/idm/store/ldap/LDAPIdentityStore.java,479,if (!ldapAttributeName.equalsIgnoreCase(getConfig().getUuidLDAPAttributeName()) || (lowerCasedAttrNames.contains(ldapAttributeName.toLowerCase()))) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/idm/store/ldap/LDAPIdentityStore.java,479,if (!ldapAttributeName.equalsIgnoreCase(getConfig().getUuidLDAPAttributeName()) || (lowerCasedAttrNames.contains(ldapAttributeName.toLowerCase()))) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/idm/store/ldap/LDAPIdentityStore.java,494,if (ldapAttributeName.equalsIgnoreCase(LDAPConstants.OBJECT_CLASS)) {
String Comparison,toLowerCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/idm/store/ldap/LDAPIdentityStore.java,500,if (readOnlyAttrNames.contains(ldapAttributeName.toLowerCase())) {
String Comparison,toLowerCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/idm/store/ldap/LDAPUtil.java,284,"boolean useSSL = ldapConfig.getConnectionUrl().toLowerCase().contains(""ldaps://"");"
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/CertificateLDAPStorageMapper.java,27,condition.getParameterName().equalsIgnoreCase(ldapAttrName)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/FullNameLDAPStorageMapper.java,275,return !isReadOnly() && getLdapFullNameAttrName().equalsIgnoreCase(rdnLdapAttrConfig);
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/HardcodedAttributeMapperFactory.java,77,"if(config.get(HardcodedAttributeMapper.USER_MODEL_ATTRIBUTE).equalsIgnoreCase(""username"") || config.get(HardcodedAttributeMapper.USER_MODEL_ATTRIBUTE).equalsIgnoreCase(""email"")){"
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/LDAPMappersComparator.java,74,boolean isO1UsernameMapper = model1 != null && model1.equalsIgnoreCase(UserModel.USERNAME);
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/LDAPMappersComparator.java,75,boolean isO2UsernameMapper = model2 != null && model2.equalsIgnoreCase(UserModel.USERNAME);
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/LDAPMappersComparator.java,89,boolean isO1LdapAttr = o1LdapAttr != null && ldapConfig.getUsernameLdapAttribute().equalsIgnoreCase(o1LdapAttr);
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/LDAPMappersComparator.java,90,boolean isO2LdapAttr = o2LdapAttr != null && ldapConfig.getUsernameLdapAttribute().equalsIgnoreCase(o2LdapAttr);
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,167,if (UserModel.EMAIL.equalsIgnoreCase(userModelAttrName)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,187,if (UserModel.USERNAME.equalsIgnoreCase(userModelAttrName)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,316,if (modelAttrName.equalsIgnoreCase(userModelAttrName)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,365,if (name.equalsIgnoreCase(userModelAttrName)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,374,if (name.equalsIgnoreCase(userModelAttrName)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,383,if (name.equalsIgnoreCase(userModelAttrName)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,405,if (name.equalsIgnoreCase(userModelAttrName)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,414,if (name.equalsIgnoreCase(userModelAttrName)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,441,if (UserModel.EMAIL.equalsIgnoreCase(userModelAttrName)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,450,if (UserModel.ENABLED.equalsIgnoreCase(userModelAttrName)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,459,if (UserModel.EMAIL_VERIFIED.equalsIgnoreCase(userModelAttrName)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,468,if (UserModel.LAST_NAME.equalsIgnoreCase(userModelAttrName)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,477,if (UserModel.FIRST_NAME.equalsIgnoreCase(userModelAttrName)) {
String Comparison,equalsIgnoreCase(),federation/ldap/src/main/java/org/keycloak/storage/ldap/mappers/UserAttributeLDAPStorageMapper.java,505,if (parameterName != null && (parameterName.equalsIgnoreCase(userModelAttrName) || parameterName.equalsIgnoreCase(ldapAttrName))) {
String Comparison,equalsIgnoreCase(),federation/sssd/src/main/java/org/freedesktop/dbus/connections/BusAddress.java,149,return type != null && type.equalsIgnoreCase(_type);
String Comparison,equalsIgnoreCase(),federation/sssd/src/main/java/org/keycloak/federation/sssd/api/Sssd.java,117,return email.equalsIgnoreCase(userModel.getEmail());
String Comparison,equalsIgnoreCase(),integration/admin-client/src/main/java/org/keycloak/admin/client/CreatedResponseUtil.java,82,return a.getType().equalsIgnoreCase(b.getType()) && a.getSubtype().equalsIgnoreCase(b.getSubtype());
String Comparison,equalsIgnoreCase(),model/infinispan/src/main/java/org/keycloak/models/cache/infinispan/UserCacheSession.java,314,.filter((u) -> username.equalsIgnoreCase(u.getUsername()))
String Comparison,equalsIgnoreCase(),model/infinispan/src/main/java/org/keycloak/models/cache/infinispan/UserCacheSession.java,471,.filter((u) -> email.equalsIgnoreCase(u.getEmail()))
String Comparison,equalsIgnoreCase(),model/jpa/src/main/java/org/keycloak/models/jpa/JpaUserCredentialStore.java,151,&& existing.getUserLabel().equalsIgnoreCase(userLabel.trim())
String Comparison,equalsIgnoreCase(),model/jpa/src/main/java/org/keycloak/storage/jpa/JpaUserFederatedStorageProvider.java,586,&& existing.getUserLabel().trim().equalsIgnoreCase(userLabel.trim())
String Comparison,equalsIgnoreCase(),model/storage-private/src/main/java/org/keycloak/migration/migrators/MigrateTo1_3_0.java,73,if (usernameLdapAttribute.equalsIgnoreCase(LDAPConstants.SAM_ACCOUNT_NAME)) {
String Comparison,equalsIgnoreCase(),model/storage-private/src/main/java/org/keycloak/storage/UserStorageManager.java,538,u -> username.equalsIgnoreCase(u.getUsername()));
String Comparison,equalsIgnoreCase(),model/storage-private/src/main/java/org/keycloak/storage/UserStorageManager.java,545,u -> email.equalsIgnoreCase(u.getEmail()));
String Comparison,toLowerCase(),model/storage-private/src/main/java/org/keycloak/storage/UserStorageManager.java,593,"Optional.ofNullable(user.getFirstName()).orElse("""").toLowerCase().contains(search.toLowerCase()) ||"
String Comparison,toLowerCase(),model/storage-private/src/main/java/org/keycloak/storage/UserStorageManager.java,594,"Optional.ofNullable(user.getLastName()).orElse("""").toLowerCase().contains(search.toLowerCase());"
String Comparison,equalsIgnoreCase(),operator/src/test/java/org/keycloak/operator/testsuite/integration/KeycloakDeploymentTest.java,183,.filter(oneValueOrSecret -> oneValueOrSecret.getName().equalsIgnoreCase(valueSecretHealthProp.getName()))
String Comparison,equalsIgnoreCase(),operator/src/test/java/org/keycloak/operator/testsuite/integration/KeycloakDeploymentTest.java,209,.filter(oneEnvVar -> oneEnvVar.getName().equalsIgnoreCase(healthEnvVar.getName())))
